payTo,domains,n_resources,l30d_total_calls,l30d_implied_usd_volume
0xec84c1cd6602bbe387bc8e6f0d3c062f2762de28,www.mahastrategies.com,2,17,0.06
0x62a0d3d9df0de8804983009949c714eaeafd87f1,agenttoll.dev,1,2,0.06
0x7d9982ac9af31ef16336740edd26c7f5b4127b51,www.celerapi.com,1,11,0.06
0x97ac53d3bc5ae0a29fd2a40233533374589365be,regionfetch.dev,1,3,0.06
0x5229384bd502d85aa7eca0a31b515e5e48d3910f,agent-api-production.tim1712.workers.dev,5,5,0.06
0x985348d7ac42e771bdaa469d4f7ab57a8a2b7323,zerostart-agent.jack-labs.workers.dev,1,6,0.06
0x7556a8772e508a8b63f8bbb4f9e6945de0017f4f,content-moderation-api-hhy1.onrender.com;link-preview-api-z4nf.onrender.com;link-preview-cache-api.onrender.com,3,11,0.06
0x2fe28ddb76d6147d5888b1b725b0f2237676e7e6,www.x402joker.com,1,6,0.06
0x1ccef327b34853f6ac51464ea47fb3c291328d5e,kronos.forgemesh.io,1,3,0.06
0xe67a61f8e2ac4057aa22e64306107e7120078447,api.prismnetwork.tech,2,11,0.06
0x428df107e32e08288fcac6567f4f40bc4eab4da0,lazaretto.dev,1,2,0.06
0x0d59a2a9e70fa6574dfa78c0ab5250c3accbb956,jtifhcvbgxqwlywugvjv.supabase.co,1,3,0.06
0x15fc1c760dd0dfa6159ab08756c656c7198a428b,spawnxchange.com,1,6,0.06
0xcd95802a4abddd75a5750dd2d6935007ef268275,gifu-server.onrender.com,1,2,0.06
0x617122b245c776a6b83a1f2821617819e2d38f6b,nad.payflowagent.net,1,2,0.06
0xfb977eca2c2240970360ef5ccf96e9c087fff6e6,agents.bytemine.ai,1,6,0.06
0x389ba2fab205f20724d9d7014669e172a37f9b42,nectar-tools.fly.dev,1,4,0.06
0x1a9fa76f5b420e85de147c4419638bebe64d6de5,402sentinel.com,5,11,0.06
0x51edd63f074eab0b1ab94c7bcf8b1e3ad43f1d2f,x402.presenceoperations.com,3,5,0.06
0x60c402878efcecae5733a88075328aa2320c39be,agent-budget-guard.onrender.com;ai-agent-payment-safety-stack.onrender.com,2,2,0.06
0xdae2a1bf8c1d0e71189da1ae27f23fcd2eb73139,api.optranslations.com,2,2,0.06
0x56a093255d6e0536109b5f255fc71bb74bfe5838,aura-revenue.helionixlabs.com,1,5,0.05
0x93835cf2bd459e72b577ed944e33578d8529dacc,api.wallettriage.com,1,5,0.05
0xfde7913abe6e4a4e3e3134cf050df9030ae8ef48,observer.137-184-67-179.sslip.io,1,5,0.05
0x0ceb89c3add0eb15ad3ecdb09c8fea3d5c96dcf5,x402.cheetahsecurity.de,1,1,0.05
0xa709b6534f392c5f4cfb986a329b734ecddc8c6f,5108-x402.community.iamstarchild.com,2,12,0.05
0xfbc4f75278c9f3c901efada9feb3de76089fcb99,red-breeze-8b8c.keenanbooker83.workers.dev,1,5,0.05
0xa7660dea6aadcc87cbb5e79ccd262d391e61de5d,onchainrouter.dev,5,5,0.05
0x16f619c78f5f85d00663a7275cca3d4a01f82b11,atomic-verify-claim-poc.topadvancement-atomic.workers.dev,1,5,0.05
0x31f767855ee8f03fe313ab6a3929ebbf16eb42ab,coinslot.dev,12,16,0.05
0x94b1ead544bfe355759c3b5f7dd9d6ac38303cee,verified-deploy.road-me-band.chatgpt.site,1,5,0.05
0x47fb01091ebae79b454a7ddff3f74f128fe17455,amalgam.cc,1,1,0.05
0x228440f8d5df8b2e29c37255b291599060894bfb,wouldpayagain.com,2,6,0.05
0xc23c4afa42cbabbc03d04bc87ecb769fc82f1f43,api.x402agentic.ai,1,5,0.05
0x6ee49a7872844397fb52870cc07b308ffadc9427,polynews.news,3,10,0.05
0x551f0466963e1a4ae5aa09f75cdb7480777c5e92,travelcheck-x402.fly.dev,1,1,0.05
0xac6aa71c4b48b75d2dff70a4bc7a0f5d547c302f,selun.sagitta.systems,1,5,0.05
0xbe8caa02a72cd783c4b4b61db01aa386e2615893,offersignal.io,1,1,0.05
0xf4f7182508895812f235c5d1c47c0cfc89fdab5b,x402swag.com,1,1,0.05
0x85df5380debe236ad6bf49de788243924b080267,library.forgemesh.io,13,16,0.05
0x4d7d842536de9eb491ae2300126b3cdde7b0ade3,api.kgninja.dev,1,5,0.05
0xcf1d31020a7915421f6d66b9835dcb6f422337e7,api.trustboost.dev;sentinel-agent.dev,2,6,0.05
0x1c9923489cd7d75dd2f6735c48090b8bd4c7e5a9,x402toll.com,1,1,0.05
0x07b372cbf6b7e1183cb473c3b3b87abb0ab14ce8,anvil-ten-sigma.vercel.app,1,1,0.05
0x4f9a28ec70af2a72cedc8a4a3e9f9eabffeff36e,sales-intel-api-production-c525.up.railway.app,1,1,0.05
0xb4527dccac81eb73d4988a51a4cb1fbbf2c3cabd,micro-saas-agent.onrender.com,1,1,0.05
0x19c5c51ae2d4ffd019d2f0012238de4e82bdd574,anansidata.xyz,1,1,0.05
0x4396c5a0648fbf2e514c50b6a2e6186276284c70,x402-lookup-seller.fly.dev,1,1,0.05
0xa51701c330992d1c3997551b2d69a14ac402c29e,memory.fluidrack.com;page.fluidrack.com;stash.fluidrack.com,4,5,0.05
0xca4556c3f1fab4af46a089d6346c86f0cac63a2d,mcp.deep3.ai,1,40,0.04
0x6a706d6fcf192c15fb592d7502258ed41425dd36,wiki.use.x402atlas.com,1,9,0.04
0x0550779cfbc832657a8bb46bac9f359a5ad038b8,sat.ipintel.ai;tools.ipintel.ai,6,24,0.04
0x4dd5e59475a55f1c2c0816469600663cb74cc1dc,api.ozdreamtools.de,2,3,0.04
0xb91504d6f77d36923376c302ccc0237df0efaa35,brokenkey-api-link-ruby.vercel.app;brokenkey-api-link-tau.vercel.app,2,16,0.04
0x2a47e248ee3b5f3e680b5f6b5832e5ef1206b7e3,hello-world-x402.vercel.app;payanagent.com,5,45,0.04
0x8aa327403ed786ca56eb8f59c6c8831a8bd73485,curatoria.dev,1,4,0.04
0xcaf124cacf6611a7476c64d08a829c39c1688943,agents.datamancer.io,1,7,0.04
0x98886846918c7debe86e1d74e249dcdd64a9d367,api.gondola-ai.com,3,4,0.04
0x02d15e7f25d29743c27021d32a7b280d760b2bc2,crawl-preflight.postnov01.workers.dev,1,2,0.04
0x5e4413f7ec69b67c07a60c4f1f75391370f79b13,peptidesdirect.io,1,4,0.04
0x07066ea0e66cf277cd279ed7fbca220ecb41e5a4,www.vokko.eu,1,2,0.04
0xc122471a35f66366b2b3bfafb7fee19827dab637,sftunes.com,1,4,0.04
0x1deeaec4250e66702e22777ec1e3a70b19745a72,x402-market.kore-app.workers.dev,1,4,0.04
0x24d9337cd2f3881f7c3ee63cb8014840a76e333a,miningincidents.org,1,4,0.04
0xf7c645b7600fb6aae07fd0cf31112a7788be8f85,e-commerce-price-monitoring-production.up.railway.app,1,2,0.04
0x7194ec1f397bb6c02c82a2d8eb57d32443fc5164,x402.smartmoney.market,2,4,0.04
0xc077a55e71a43ad002fbac7bf91d48e9866e5727,wait.edgecasesystems.workers.dev,1,4,0.04
0xb0d0207bcd46c6a7009ca5c8294177d79adc0807,www.robbiegeorgephotography.com,1,7,0.04
0x16e5a48ec75a3fe91c82ddc38dfb3424db53fadf,library.proofivy.com,1,4,0.04
0xa3091005a76b1480f1897a9d0c2e1c55b7767674,almanac.locomot.io;touchstone.locomot.io,16,27,0.04
0x2618d97b0975d8db91fd1f11fa407073f3b21a90,travelcheck-x402.fly.dev,1,4,0.04
0x5c7872c6aa7da867f52733cebf469f4b9a113f2b,locker.veritap.dev,1,4,0.04
0xe0e1a153f1a6196c101e286975e2a00e67e6ad0f,useforgekit.dev,11,25,0.04
0xb1f5aa2d750547a84fc53b8519de235d7bc29e29,x402-dataviz-poc.theliminalguy.workers.dev;x402-fuelprice-poc.theliminalguy.workers.dev,2,4,0.04
0x687e3217668dde7c32478a3f2613750c8bd505e9,transit402.dev,1,2,0.04
0x8c05121c9617f8960cf5b7451103192f32de8dde,pubmed.sekgen.xyz,3,3,0.04
0x1c93c8eeba67e2258c166823710137174bf6a0ae,sarachai.com,1,2,0.04
0x8a060366289d1238f2be62f3e462ddc7173b9ff2,justin-pacific-exchange-revelation.trycloudflare.com;watchtower-api.com,2,2,0.04
0x98dbf9f9af3eeda45e093ebc801e1df84485efc1,aye-booth.aye-today.workers.dev,4,4,0.04
0xe7debbc9de869d28b914a3f19e1fc192f849feff,app.aabc.app,1,4,0.04
0x421d31725e1e7990662600a780ebbb6c92f1cb09,api.freestylevault.com,1,7,0.04
0x1b1ccaab3d71b8ba017103ae8d511fa9ad3d3a5e,x402.orthogonal.com,4,4,0.04
0xa68a645546babef88a379d2f238a67c7f6abda60,gate.brix-bee.workers.dev,1,2,0.04
0xf338bdd9ec443335b1c33ad3bb21a421a36f97ea,www.genbase.fun,1,2,0.04
0xc94f5f33ae446a50ce31157db81253bfddfe2af6,api.quantoracle.dev,1,1,0.04
0xb3e7993ed2fc2c79fff220620240f298bba9bf5b,payanagent.com;tollbooth-fdic-verify.sjwilliams8.workers.dev;tollbooth-hello.sjwilliams8.workers.dev;tollbooth-sanctions-screener.sjwilliams8.workers.dev,4,16,0.03
0xf2a6416ebb0c594ab2977695bed061729ddeb47b,kaisha-api.hp-vladic.workers.dev,2,14,0.03
0x4cf33ccb14b43d76b4f672c3fede297d1d763ace,api.remix.live,1,3,0.03
0x3b20d22540deb3cf1162b195cd15756adb5ceb5d,dartapi.ljaysk.com,3,12,0.03
0x417e809f1edcf2468730573e16077221754f54c9,agents.allium.so,1,3,0.03
0x1f0130669ca6fd02e025a984cc038f139df19a2f,gpt55.558686.xyz,8,10,0.03
0x15773309e68e7d6b561a86bfca8f1bfbf1807d90,soldefi.thomenz.me,2,2,0.03
0x0e56d32e4c556a7c429aa2dc83e3890a018c052e,www.getbags.app,1,3,0.03
0x65e3e64935ea709bdf1119e1fc991299c04c0154,x402.fablerlabs.com,2,10,0.03
0x8a99fef40d17e0bd6d48ce088cc207847d1c0596,api.gmfarcaster.com,1,5,0.03
0x7ca97ae70e38736a94eea00427d50846bab978dd,api.grid-hub.app,4,5,0.03
0x555379f9f4750eb34ffc8b3daf8eda2ea0f6d112,payload402.edgebytenet.workers.dev,4,7,0.03
0xbecce6dd106cfa910f78fea188b2fcceb73bdd0f,ledger-api.novadyne.ai;vulnfeed-api.novadyne.ai,2,16,0.03
0x12d2425fd88c693edb4de004e0c747879b7d6933,app.ravn.exchange,2,7,0.03
0xaa4e3ba0eb5f564cab54ddc08f5baafb3d4ca8e5,agent-guild-5d5r.onrender.com,1,3,0.03
0x08a6a2ddecdebdbfcb29d725042a6f3d74849e08,api.usesaferoute.com;saferoute-x402-production.up.railway.app,4,5,0.03
0x08b11ea90aeb253ef0f954be108a12e6783d8189,context-relay.contextrelay.workers.dev,1,5,0.03
0xe61e9aae81810f199a7d313c355688b28e0f41b9,orchard-data.netlify.app,1,5,0.03
0xe72b85a97a6e19413d8b80633787eda6d6237a77,defi-signals.org;x402-defi-signals.onrender.com,4,8,0.03
0x85b17c892abf4bbc6e2066b3df82fa6bb3f9316a,api.virae.ai,1,3,0.03
0x9e0b815b6c9063f1d33f5ae30d5e87f41aa814c1,photos-x402.t77kv6t7wb.workers.dev,1,3,0.03
0x90c3e979aca023bdd0f09342310f64da1cbb6328,api2.romny.dpdns.org,3,3,0.03
0xf4c3e6fc3e9f5f905651132c2a728027c2048854,x402.srch.best,21,21,0.03
0x519c79c7eb7566f7353a324472a5ce4f05330c81,k-data-x402-production.theblack1022.workers.dev,1,5,0.03
0x63196d119cf80ee85a05c861554f5d147dc5bed4,rotaryagency.uk,1,3,0.03
0xf7fdeffc3abc97379418b0a687fdb54e1cbce163,sh-origin.walls.sh,3,14,0.03
0xf4d43bdaae23a7d2012c49cb9f57eaab89d4ffc2,api.proxyllm.ai,1,5,0.03
0x58ea54cbae90c99270d93de1caca9465667fa752,spoolis.com,1,5,0.03
0x692dce6b2876854fa9d348bfbfd9c1c4de6c07dd,api2ls.com,1,3,0.03
0x0093406a8805adf3b397c28366402aad9163afda,x402.yodeler.xyz,1,3,0.03
0xfbd46201267609ad3c66bd1b99b7f1cc80b1852f,chess402.vercel.app,2,8,0.03
0xc273630db49632ecd077c7df606b306e400a9882,convrgent.ai;scan.convrgent.ai,2,3,0.03
0x25a02d2d4c6b6acfab30698a867d81130be3c1c2,iamrich402.dylan-caponi.workers.dev,1,1,0.03
0xcdbd1625fb843491ae855c0ea110c07492aecfb3,deomath.org,1,1,0.03
0xe43e47dd6b779fe9e591586a3e1cba00c2f36c80,machinemint-native-x402-production.up.railway.app,1,3,0.03
0x2c0982bf273c9c157af6e3af095098b150d64d95,x402.whisperbox.my.id,1,3,0.03
0xfbd7b7ed48146ad9beff956212c77ce056815ad0,polymarketeer.vercel.app,1,3,0.03
0x20beffad24499e9b3d45dd0971b1d6afb0ae925d,dns-email-hygiene.relayhop.workers.dev;free-api-resell.relayhop.workers.dev,3,7,0.03
0xf346f02da35accd6f27b50cd199405c01b65c8ea,x402-stall-l3bb.onrender.com,1,3,0.03
0x9333e2b421a33428d71b7e03cc050c297d85bda6,api.mydev-tools.tech,1,1,0.03
0xca87adbcffdf6539a387783fef17a91dbabeef52,api.signalfuse.co;signal-engine-production-d88d.up.railway.app,6,28,0.03
0xb3e9391f04f791462ed2a1ebafabe254d7afe3a5,defi-api.agenticfi.wtf,20,27,0.03
0x08849082224d3b503a5384a693cbf7bc7ce154cd,research.appliedidentities.com,1,5,0.03
0xbc03df2d9f44cc552ebbff39860f2cc4fc751d0e,gateway.grapevine.fyi,1,3,0.03
0xc0887adf2411c4db859e497c1f931c59600b1ec4,x402payswap.vercel.app,1,3,0.03
0x26af3b5e1c1cd2c58a715685d44970540aee0432,x402.orthogonal.com,5,5,0.03
0xd433f056270912659f073d5ffe7ae247e39235a5,mcp.yield.xyz,3,16,0.02
0x74718dd5a04e0a0a2bfaf3bd06adb27032c67f7f,hl-tool.darren-pi.workers.dev,1,8,0.02
0xbf9305e6ee38e92c296aa3fb0a844977307520fa,api.utilia.ink,2,11,0.02
0x3772e91c287b7be00a67cfb2a72cc5fb5958af06,agent-paycheck.onrender.com,1,8,0.02
0x081f8761f68e9387d339bddaaa0c8db5d3a72f5e,x402.tradesnack.com,1,2,0.02
0x402faccc3faeb72351cc2b68c7966faf5f22b0d4,x402factory.ai,2,19,0.02
0xd85096faec1ac03075667b4c1a1661f5623bf111,api.slamai.dev,3,22,0.02
0xc34cda76d8b9edd3be25c336ca1cf668522fdf0c,api.svgsmith.dev,1,1,0.02
0x5c08951b999cc133ee4161a3a2b299160f66c42e,agent-ready.dev,1,1,0.02
0x764d6953132ac85eda0708c7ffd65eb1b1a80db3,midway.lol,2,2,0.02
0x58f42c60dfe9b662b9e573c13358e5d773790699,risk-graph-gx7v4.ondigitalocean.app;risk.yo.xyz,4,19,0.02
0x6ede3258bce2ef32f9bb614c781818b4efd0e765,liquita-x402-edge.liquita.workers.dev,3,10,0.02
0xfb745c37586da6a02f96c19ef0124a38a36f1606,slidingbox.ai,1,1,0.02
0x313722afe5b161a850b5fc48d916cd91fb9dbb12,fiatdock.com,1,2,0.02
0xbb967f16c7f3e9b4c1626680684445d41dbe44ab,rtt.phoenix-ai.work,2,2,0.02
0x94237cd4aa4afd784d6fa87feb1b6649816d8418,staging.getbags.app,1,2,0.02
0x6171d238fd82c293a39ced6df72a330532d00d76,aegis-api-mainnet.kadopi.workers.dev,1,2,0.02
0xa153f410c700939cfdf9f7f3e7b8d954be9e009d,xcatcher.top,1,2,0.02
0xed617f79201248df99909fbde4269b6eeaee39b6,ip402.xyz,1,2,0.02
0x7cd5df315d3e2ca146960a607a86a6951bf66dac,tizona-outpost.venusberg.workers.dev,1,3,0.02
0x015eb036560216b3051339061ff68a207e0fe88f,wazir-x402.duckdns.org,1,4,0.02
0xd1502efbd2674236508bf6d39c81c2abad21cb1e,api-production-8785.up.railway.app,1,2,0.02
0x4e1d6c25e1e89bd1e17654fa8ca3c4d0cfd3b5d6,wake402.agentwake.workers.dev,1,8,0.02
0x9bbbb98e11e7be968bf4a02701c6e29fffd51d6b,q402.quackai.ai,1,1,0.02
0x237371f8b372a02b58fb430eb564b7c5cb936f75,mru-oracle.com,3,7,0.02
0xc1726e09aea4b9b967353b7b56890955e9e5bc2c,jsonrecon.com,1,2,0.02
0x4a0aed4ce878e44ef922941f2b06137bc0b69b69,dappgrade.vercel.app,1,2,0.02
0x8fc4006534801c17a3368075a1fb3b3c511edb1f,project-formatter-production.up.railway.app;projectx402-production.up.railway.app;web-production-2d1051.up.railway.app;web-production-78e17.up.railway.app,4,4,0.02
0x309fd902b4b29905c8493c94a569673e1d6dc0d3,intent402.dylan-caponi.workers.dev;pixel402.dylan-caponi.workers.dev;willimake-it.dylan-caponi.workers.dev,3,8,0.02
0xbf11e11ab3607ae7f1c51b79fd0e585c0cca4b82,bazaar-demand-forecaster-mainnet-production.up.railway.app;endpoint-iq-production.up.railway.app;intent-api-matchmaker-mainnet-production.up.railway.app;query-gap-radar-mainnet-production.up.railway.a,5,24,0.02
0x000012a97f1142eb76530a357e72677d33d2c369,lgtm.lol,1,2,0.02
0xd6cd12fd5841e5f1daeb687e4ae041f9d08ac1c3,api.bakhour.ca,1,4,0.02
0x63c347d7e42b940e79afec3d172bfc2921b6c897,mcp.onchaindiligence.com,2,2,0.02
0x30685408232272758e3e9f32614819b9bdaafd7b,endpoint-intelligence-edge.ldbertoldi.workers.dev,1,1,0.02
0x234864febc3ad18fc99620c576729bdebfb62bcb,x402.dellbot.win,3,3,0.02
0x3c423b365efb79bfb42c9ec8f6f0745195ca7745,paysafe-agent.com,2,2,0.02
0x5a45010395d62e9c4a8a0931bde0493aaca4f657,imgopt.use.x402atlas.com,1,2,0.02
0xdc9adc71ceeb973bedc9814272fb457c8c918fff,witness-contractwitness-production.witness-test.workers.dev,1,2,0.02
0x6592eb8ef820abc092e8c3474fb2042dffccedc7,x402-agents-production.up.railway.app,1,2,0.02
0x735f74ede4361788d6634925d592711463be8164,x402-used-car-quickcheck-production.up.railway.app,1,2,0.02
0x2f7753c2114eb7a61900b7e524793b4d0d71b297,x402-vat-checker-production.up.railway.app,1,1,0.02
0x0c9dae48a198f2c0ab3ab04223c45c98ecf154fb,pay-per-demo.vercel.app,1,2,0.02
0xe9e3f30da14a43300aa92059570384469fff8852,d1zz2d7coymbr5.cloudfront.net;pathcoursehealth.com,2,9,0.02
0x7849ed8a93815fe26a38b5368498b4fc6210be8a,store.cryptotradecalc.com,3,5,0.02
0x3018125c9d9c2ea6455a7367109ab0bbd3938ec5,house-bond-mainnet.onrender.com,1,1,0.02
0x908b2cc89a2387f754ba3c80aedb06f3457436aa,api.tcgapi.dev,2,4,0.02
0xb856b2c501a91d8dc13411dbaeafdcaca8d39901,api.signalfuse.co;signal-engine-production-d88d.up.railway.app,6,15,0.02
0x1563cde0042d17f53b23d91fd9b73ace9da26a09,x402.orthogonal.com,1,1,0.02
0x1a93ed3b59ead051de453aec3bf16957f4a2266f,x402.orthogonal.com,2,2,0.02
0xd5c6489d0c40bd7711dc9fcd831f328151164c75,www.xplace.dev,1,2,0.02
0x70da5f2a851fb936eff8207f2733b0914cc44b7d,x721.dev,1,2,0.02
0x6125f97c8e6bacd27b4191e98deb0f32459ea38e,witness.bnbot.ai,1,2,0.02
0xf32b61954c4f7b9c5c8b650291aafe280809152c,www.paylog.dev,2,2,0.02
0x9f137a6134b62437813e4ef88bac89f6cb408511,gateway.grapevine.fyi,2,2,0.02
0xed7d30e8bc643503f9da261ed8e623bb6ecf6189,cdp-agent-0-01.onrender.com,1,13,0.01
0x8b29dabd6fbb5a09dacbc7978eaed66a8540721d,x402.clashofcoins.com,1,11,0.01
0xc863b1c6658971ca427e90665dccce90a41a2bc2,orchard-data.letom1176.workers.dev,2,6,0.01
0x6f748ce56a7b39008dcf42f427a2cbf849ced320,api.atms.nathanlidurin.com,1,5,0.01
0xd3fad775704a0ed209315a406c3d99ed589ee723,keystone-opportunity-api.keystone-opportunity.workers.dev,1,4,0.01
0xa0f9c380ad1e1be09046319fd907335b2b452b37,trader.rigoblock.com,3,6,0.01
0xb60a3181303953e6f909ba4d3b09282beefcdd6b,api.immuta.app,1,12,0.01
0xdd85ed9e404d22c137a5d9fc3c200847aa3b11cf,geodns.iwsolutions.ca,1,2,0.01
0x3130cd1cab59a15dc75931ecb006b6f8c0b4a3fa,www.bitcoind.app,1,12,0.01
0xa1ebb2a8a8ed5497cf09c861a1e135520a3b3396,router.forgemesh.io,1,8,0.01
0x70900f0d5bae3f6f6378a2ff74f868810b5140d0,assay.nominal-labs.com,1,3,0.01
0x14a9a2888c2e0c8798e01143a1149ab2e244e668,mail.cusethejuice.com,2,3,0.01
0xb5e78bb597e1b6f6825afcf6b31992e7a630efd7,agent-trust-layer.agent-trust-layer.workers.dev,1,1,0.01
0x9b0c27302c3993e8e524cc4452f613064e3d4004,agentstack-research-3bnlllaboa-ts.a.run.app,1,1,0.01
0x5b4a78b7efe482d1579e287da6f0043f89cf0ea1,groundcheck.seiche.info,1,1,0.01
0x9bb96acb3fd11d8949d862736b96e7e12d319dc4,makespdf.com,1,1,0.01
0x1a9a7c72208abf3552750eb1c4a4f2ca9e8733e5,redlynr.com,1,13,0.01
0x0bf63f37b0f512839c001548dc66a6a99bfc019b,darrylbots.com,1,7,0.01
0x702ba46435d1e55b18440100bc81eb055574875e,gamemaxxing.baes.so,1,6,0.01
0x55e6024b4eb9b9325537c7453f53fda5413b8417,machineobserver.com,1,8,0.01
0x6fdc1f22520151dfbc6273d6c48e413d434c7916,dnsdoctor.dev,1,1,0.01
0xc6e6138daac78cec93d491b4581afa1a61b98a17,toolrail.dev,2,2,0.01
0x5f5a631e975183d084f60d7121e967b30ec83cb8,767-2676.com,2,7,0.01
0x7e4d786057930b66cb45e2017a587425ebade587,signalforgestudios.com,1,1,0.01
0xa7e1fe3744e3b6d55237d95ce575cafe3b8abecd,arn-x402-payguard-payment-security.rajdeep-dutta-in.workers.dev;blockchain-api.x402-chain-tools.workers.dev,8,10,0.01
0x1c655df3b37c0f0545ab1910eab038a73ecf9ffd,api.veyrly.com,1,1,0.01
0x751c6acf5d1b704a1ad983a526207600968b4e41,x402-adsb.x402-adsb-worker.workers.dev,1,9,0.01
0x98e83fbcb5f8fb8414acd0aeeb93160046b65666,amoraw.xyz,3,4,0.01
0x295aa6c5a3460a0f8755823c8ee7bbc7caf79fb1,402rpc.com,1,8,0.01
0x75abce556c2450d58dad3779c57f5eb0885b9758,x402.lucidcove.org,1,6,0.01
0xd6fce15298fc9d60f867d9455d497177da9bfb0a,x402.tbs-digital.com,1,6,0.01
0xcd042e96e527b6712281b08e94ce10af77bcc6dc,box.guardianhobgoblin.com,1,4,0.01
0x318a8bac69c4ec1f9e489ce223b7ce2d719bcd3b,property-risk-passport-api.lifebite-app.workers.dev;www.miniup.io,2,8,0.01
0x7b390424b3e211c0739585778de97ae719ccd137,api.thetrustlayer.xyz,1,6,0.01
0x23c920649f148bd253583f140f540797b312db35,x402-crypto-data.vercel.app,1,3,0.01
0xb847fe425f54cbc586f8e735ae4270b82119771e,87-106-119-237.sslip.io,1,4,0.01
0xdec42c75e539bf3b9ba0340236e1b9c367312e4a,mcp-snowy-dew-9447.fly.dev,1,2,0.01
0x046a26665429a12448316a3029a2f2ccf8eecd12,redbtco.com,3,5,0.01
0x1dd440863e99761823347603d22d5d992dcd3831,hardwarehunter.io,1,1,0.01
0x1bdd0cf6c2457765afeb717bc1e5d74b27d45a0f,base.46-225-15-169.sslip.io,1,1,0.01
0x45cc2b3a354d4e9da2eb14189c5bbe6394c1efb6,fiatdock.com,1,1,0.01
0x9d8a328f472a8a38765e1aa12ac684962fd5610a,api.romny.dpdns.org,1,1,0.01
0x814efe784709f5bf8df47735d87602b01030e5d2,notary.forgemesh.io,2,7,0.01
0x1357bef96ec515d250137d7eb712f0395eb5142d,verify.agentutil.net,1,3,0.01
0x788aa4a08da3025c5b5a68be80752ca244e73158,fetchdelta.com,1,2,0.01
0x96da70311d3fdb8500b9ab0855e17f213db0c9aa,deposit.now;x402dir.com,2,3,0.01
0xe29fcb6ef1534d5f138e48a8a71370be7770a786,smartfetch-production-ea53.up.railway.app,1,3,0.01
0x9299ea851fcf213071a6dd94ffcd026834d61023,agentproof-murex.vercel.app,1,7,0.01
0x3a0aee5c49e6d32a2b7a333dc3500ad6a7901eae,fortune.fulinlabs.com,1,5,0.01
0xd4cda900839c0fed4374ee37ea0dbe8e4c6fd08f,kristo-intelligence-api.onrender.com,1,3,0.01
0xfad67ce5a834e68d5533ba7ac08619ff82a42084,cnvrt.ing,1,3,0.01
0x07737a1fb3863202bcd3c7408b801eed68604d39,www.qrbase.xyz,1,5,0.01
0x399676fba6adb69634270b745e8097348cca6af2,fetchweb.net,4,5,0.01
0xb55988515fa7e7699da8770a714722816e254966,ping-greatly-achieving-pharmacy.trycloudflare.com,1,1,0.01
0x2be121e010deb3c6c3a9442021e9217356f43580,aiagentsarchive.com,5,5,0.01
0x06b40bf8dfdc45049ea7f600c84301e227a2ca15,toolbelt402.tpoborne.workers.dev,2,2,0.01
0x3d79c9c9001b147def6f6c8632cf0bb512403cc5,pool-alert-detector--biohackflowinfo.replit.app,1,1,0.01
0xa40dadc75b69bee8325e8089258235213293f8f4,irb-precedent-api.canvas-cart.workers.dev,1,1,0.01
0x5100a134d768415cc4a25d7bdbcfc44394d62282,api.aventtech.com,4,4,0.01
0x0881538253fa366a883c4f94206972d0900458b2,jar-resolve-305248849433.europe-west1.run.app,1,1,0.01
0xdffcc75a674257be6fe1b5549fe52e8f8a6a3a5a,wazir-x402.duckdns.org,1,1,0.01
0xcde02cb53da623d929fef26d56c1cd9ddc9ca880,signalsfeed.com,1,1,0.01
0x55ae5d177cdc9493391a632794fd048e8dba4e20,toolvend.dev,1,1,0.01
0x4d31e7587179e202621169529effc69b7d48597b,clanker-banker.agentfetcher.workers.dev,1,1,0.01
0xa733875f2f7e8a2817040b5c60b63ae07d58a1d6,api.nohumans.directory,1,1,0.01
0x6b2683f66d35b91ed05a1646c0305b02260b6acb,api.agent-payload-tools.workers.dev,8,8,0.01
0xf3d62244749ea344aa5408e7bc50b5287f2b32cc,api.clinkforge.com,1,1,0.01
0x6a1c8f7359ed255970b3152b202872ec4d635c38,bytemine.pay.zeroclick.io,1,1,0.01
0xa150501511249d7cee9d317d43b528e161167e81,agents.withzero.xyz,1,1,0.01
0xcabc470caa37cd108381c276310f7aa471f5337d,agents.withzero.xyz,1,1,0.01
0xeb76f3442eaf192ebddbc1f7eebd59cde5e00d35,agentkit-x402-buy.netlify.app,1,8,0.01
0xed181bcadb44681e44fa365521af1251625e57b7,api.getsly.ai,1,5,0.01
0x7d6e22db7c2ee44859061061f99e55257a5ceac1,api.metalend.tech,1,5,0.01
0x41364b9a1313edfa3adbb375776907cde1b7a0cf,tic-tac-toe.everygoodwork.io,1,1,0.01
0x76e69b782a6ad5d0d68cb8e47c42a4c00e42b84e,melssa.com,1,1,0.01
0x1394a802c94ab096abbd91ccc632843b03f46614,agent-drift-api-production.up.railway.app;agent-memory-api-production-f2c4.up.railway.app;joyful-charm-production-bf6d.up.railway.app;marketplace-price-api-production.up.railway.app,10,11,0.01
0xe16a1b12404cb2ebc6e783beca6e2a9253c3dc7e,horizon-pulse.vercel.app,1,2,0.01
0xbe5cb96d1bd2b4d5d5c0a1f16266cc0ba2849d30,backend-production-716d3.up.railway.app,1,1,0.01
0xabcb091d90419e1c8ad4818f1b33fc4645501892,stable-domains-git-ben-upgrade-agentcash-r-bb6a65-merit-systems.vercel.app,1,1,0.01
0xbeab7b87280b63bf90c3e8fa04d7285e3895cd07,topagentx402.vercel.app,2,5,0.01
